NUMBER xcentroid ycentroid ellipticity orientation equivalent_radius
608 908.72 1045.46 0.17 83.86 4.92
609 1000.47 1047.23 0.01 -75.55 6.93
610 1423.86 1041.06 0.34 -76.00 1.87
611 348.43 1043.78 0.38 -29.20 2.26
612 416.04 1042.42 0.43 43.80 1.69
613 1047.87 1047.37 0.38 8.51 6.18
614 1205.00 1053.76 0.04 58.02 7.78
615 1014.35 1049.45 0.36 -57.21 2.11
616 1590.73 1050.21 0.06 -48.71 2.26
617 1709.33 1052.54 0.21 81.47 4.03
618 1326.01 1054.94 0.08 -75.66 4.79
619 740.76 1057.07 0.12 72.21 5.35
620 353.89 1059.86 0.39 44.90 2.39
621 1221.61 1065.33 0.16 77.95 4.07
622 253.49 1068.66 0.30 2.47 4.44
623 951.68 1081.58 0.27 -88.26 5.84
624 405.46 1075.19 0.46 -1.46 2.26
625 2002.65 1081.34 0.30 -1.04 3.70
626 249.96 1080.52 0.47 -56.16 1.60
627 631.58 1083.65 0.21 -79.53 4.07
628 699.64 1087.17 0.19 71.31 5.05
629 1668.60 1093.89 0.06 80.39 11.90
630 1355.25 1095.24 0.08 86.77 7.61
631 678.40 1089.94 0.28 8.80 3.34
632 311.71 1089.26 0.23 2.00 2.03
633 600.66 1091.66 0.31 49.44 2.19
634 291.19 1092.52 0.58 -20.90 2.33
635 589.60 1105.09 0.02 56.18 13.56
636 1438.58 1103.66 0.11 14.62 9.08
637 1057.46 1099.42 0.54 -88.65 1.60
638 1402.51 1100.89 0.23 36.63 2.19
639 1156.41 1107.86 0.16 87.12 4.98
640 1882.93 1113.20 0.04 48.57 9.66
641 2023.37 1110.90 0.14 49.50 5.41
642 922.96 1116.57 0.15 -71.16 4.03
643 438.68 1114.58 0.30 89.06 2.39
644 1311.95 1119.30 0.46 84.49 2.39
645 1489.15 1120.45 0.21 -65.51 4.22
646 1662.77 1121.18 0.19 -35.47 2.65
647 1858.91 1126.07 0.29 77.58 5.86
648 1396.23 1123.56 0.20 85.45 3.87
649 585.52 1121.90 0.36 41.45 2.03
650 732.21 1129.23 0.07 32.87 6.93
651 815.91 1123.40 0.21 -48.26 1.69
652 103.85 1125.56 0.39 35.70 2.19
653 800.75 1126.08 0.08 62.90 3.83
654 1633.87 1128.39 0.19 -89.76 3.57
655 1653.60 1127.34 0.35 -51.37 3.09
656 1968.31 1127.87 0.04 89.10 4.22
657 1165.28 1132.48 0.23 75.26 4.26
658 1174.75 1131.08 0.35 61.24 2.46
659 548.83 1134.38 0.33 27.51 3.29
660 1224.10 1134.60 0.05 -82.36 1.95
661 1656.26 1137.22 0.30 39.22 1.95
662 1297.47 1139.61 0.26 61.37 3.34
663 271.63 1142.95 0.09 11.61 5.29
664 776.41 1142.35 0.05 65.83 3.70
665 1040.73 1148.17 0.53 -67.12 6.48
666 672.08 1145.48 0.29 48.63 2.52
667 1144.94 1159.15 0.07 84.91 9.04
668 1238.31 1153.92 0.18 37.03 4.51
669 705.71 1154.02 0.38 -36.98 1.69
670 922.53 1154.33 0.67 23.66 1.60
671 361.94 1160.61 0.12 -9.82 4.18
672 903.47 1159.50 0.14 4.54 1.95
673 994.02 1160.69 0.16 -69.94 2.99
674 1052.21 1160.35 0.55 78.75 1.69
675 824.52 1163.79 0.06 80.43 4.55
676 1637.00 1169.19 0.13 -83.98 3.52
677 1605.50 1188.01 0.02 62.78 14.32
678 1353.11 1173.87 0.19 43.83 1.60
679 1980.39 1181.16 0.34 16.53 5.35
680 340.15 1179.57 0.16 21.73 2.11
681 689.27 1180.44 0.39 76.62 1.69
682 1040.35 1185.47 0.07 70.94 6.00
683 361.76 1184.24 0.06 23.25 3.34
684 732.10 1186.26 0.31 64.59 3.29
685 337.04 1192.37 0.21 -14.56 7.07
686 1929.48 1192.36 0.11 -81.22 3.24
687 1736.73 1195.08 0.06 23.68 5.38
688 1940.44 1195.04 0.04 -21.46 4.41
689 411.31 1193.42 0.61 -18.71 2.26
690 1575.63 1193.44 0.11 -39.21 1.87
691 947.47 1199.25 0.24 55.19 3.52
692 1112.97 1200.10 0.11 58.11 3.95
693 604.14 1209.84 0.03 9.87 6.21
694 850.34 1209.49 0.06 -45.63 4.82
695 421.53 1214.17 0.04 -34.79 6.75
696 590.62 1211.59 0.24 57.34 1.69
697 158.24 1215.05 0.47 -51.71 2.52
698 1635.60 1214.68 0.14 14.33 4.37
699 902.00 1216.55 0.22 54.80 4.15
700 352.27 1225.50 0.38 -41.86 9.04
701 1052.99 1217.74 0.25 -0.37 3.99
702 1570.06 1218.06 0.17 16.05 3.43
703 614.15 1221.23 0.13 85.30 5.75
704 999.72 1218.86 0.13 82.00 2.99
705 1604.51 1219.83 0.08 11.08 2.11
706 1768.03 1222.28 0.27 65.70 4.48
707 501.95 1224.11 0.14 -25.24 5.73
708 1402.18 1222.81 0.12 -18.75 3.24
709 837.44 1231.42 0.16 79.84 5.32
710 115.75 1228.87 0.34 34.27 2.03
711 1809.60 1234.79 0.04 16.34 7.72
712 1335.55 1234.94 0.13 -73.06 5.89
713 1697.50 1232.85 0.33 42.65 1.87
714 1219.32 1239.65 0.03 86.10 3.39
715 1901.72 1243.05 0.19 60.94 2.52
716 695.92 1247.94 0.12 44.37 3.61
717 731.89 1250.63 0.04 -88.75 4.44
718 1484.67 1249.23 0.68 60.68 1.69
719 1548.42 1253.55 0.39 14.94 6.33
720 1431.84 1253.59 0.20 -14.36 3.70
721 1319.88 1255.58 0.47 78.66 2.19
722 1208.72 1260.26 0.20 -71.46 4.55
723 283.31 1260.57 0.34 41.26 2.76
724 877.20 1259.65 0.50 -39.75 2.03
725 924.58 1261.54 0.27 61.55 3.24
726 1946.37 1260.08 0.37 -10.76 2.03
727 1080.99 1273.32 0.11 55.32 8.14
728 1799.97 1269.56 0.25 -4.37 4.26
729 210.69 1269.82 0.28 -22.09 1.69
730 879.83 1275.47 0.14 -21.27 4.18
731 652.06 1284.83 0.44 85.03 4.15
732 1254.10 1281.75 0.64 -74.91 3.61
733 58.94 1279.45 0.48 37.99 2.39
734 488.18 1287.40 0.07 -43.84 7.57
735 857.72 1290.59 0.29 34.47 5.67
736 908.70 1287.73 0.34 81.00 2.46
737 1540.71 1287.94 0.31 -14.72 1.78
738 1052.30 1293.17 0.37 17.28 3.04
739 1457.51 1296.92 0.08 -26.39 3.61
740 295.60 1301.58 0.18 -1.39 6.21
741 1310.40 1309.67 0.05 59.97 9.06
742 1144.93 1312.02 0.09 -76.26 10.23
743 375.11 1304.77 0.71 62.87 1.60
744 435.83 1315.55 0.06 -23.12 9.54
745 677.94 1308.39 0.34 53.89 1.78
746 736.68 1315.20 0.19 39.10 4.07
747 1631.99 1314.08 0.45 74.65 2.03
748 220.25 1315.76 0.34 82.34 1.60
749 1185.50 1319.27 0.06 10.04 5.75
750 1713.62 1319.06 0.27 71.35 3.99
751 1092.26 1317.33 0.06 87.16 2.88
752 945.41 1320.72 0.26 52.28 2.26
753 764.86 1324.14 0.39 -56.26 3.04
754 662.29 1325.22 0.22 14.87 2.65
755 949.90 1329.20 0.17 -87.08 3.83
756 1072.78 1332.33 0.12 82.85 4.69
757 1757.04 1338.95 0.19 51.96 9.24
758 622.95 1337.19 0.05 -50.56 7.65
759 1713.45 1337.50 0.23 -74.63 3.09
760 467.18 1339.25 0.10 -40.36 4.58
761 1796.87 1336.65 0.51 32.90 2.26
762 1939.30 1347.15 0.24 89.26 7.53
763 232.96 1348.75 0.24 -18.42 8.59
764 267.26 1347.59 0.20 -1.45 7.33
765 151.36 1345.83 0.26 -11.37 4.37
766 524.70 1345.76 0.33 -36.35 4.03
767 598.08 1346.05 0.05 -40.92 4.48
768 856.08 1344.05 0.14 75.72 2.82
769 108.90 1351.07 0.28 -83.95 6.15
770 215.01 1347.68 0.58 -31.37 2.39
771 1909.83 1348.52 0.37 -6.97 2.71
772 405.77 1351.37 0.16 87.88 1.69
773 1086.77 1353.05 0.34 -70.31 2.39
774 1566.10 1358.50 0.20 58.27 6.56
775 1689.54 1352.86 0.29 56.59 2.33
776 1378.75 1354.25 0.59 21.86 1.78
777 606.61 1359.51 0.15 -67.19 4.26
778 779.24 1359.53 0.30 -63.03 2.82
779 1206.34 1361.56 0.29 25.81 3.57
780 1290.48 1365.05 0.26 74.00 4.33
781 1832.54 1364.06 0.02 45.82 4.65
782 732.87 1364.38 0.39 49.65 1.95
783 1979.96 1371.51 0.02 19.39 8.72
784 1345.69 1370.53 0.09 30.65 3.95
785 292.57 1375.98 0.21 -22.81 5.38
786 472.96 1374.90 0.14 -7.92 1.60
787 1210.63 1377.12 0.38 -29.09 1.95
788 1478.22 1381.20 0.36 -39.54 4.65
789 963.67 1387.40 0.05 72.43 9.85
790 1001.41 1392.62 0.05 79.44 12.36
791 722.90 1387.03 0.11 77.20 4.72
792 1651.03 1387.97 0.34 65.76 2.93
793 1856.18 1388.03 0.40 62.32 3.04
794 495.71 1396.07 0.09 -57.70 9.30
795 650.94 1387.63 0.17 -23.77 2.71
796 388.69 1389.98 0.32 11.72 3.14
797 1672.84 1390.52 0.29 -62.12 2.52
798 938.53 1393.24 0.27 54.89 2.93
799 652.28 1397.08 0.25 -66.75 3.14
800 1542.14 1395.85 0.17 50.12 2.46
801 2008.46 1403.31 0.13 81.11 2.03
802 645.73 1406.85 0.05 73.93 3.91
803 33.28 1409.07 0.33 -13.60 6.28
804 404.63 1405.80 0.43 -4.81 2.82
805 1555.92 1415.38 0.08 50.66 8.23
806 1473.54 1413.81 0.05 -73.12 5.01
807 1073.85 1418.29 0.11 74.93 5.84
808 1799.81 1421.55 0.05 23.16 7.84
809 431.81 1420.17 0.12 -33.24 5.47
810 1569.27 1418.15 0.23 -78.57 2.52
811 651.50 1422.37 0.12 -5.16 3.57
812 608.88 1426.54 0.14 -70.12 4.65
813 453.70 1432.75 0.08 -57.97 5.81
814 1106.78 1431.57 0.10 88.95 5.94
815 1682.74 1433.32 0.05 54.31 6.56
816 530.51 1430.65 0.15 -60.89 2.93
817 996.33 1433.53 0.28 64.73 3.19
818 1576.14 1436.43 0.05 41.91 6.00
819 1296.42 1436.01 0.08 19.36 4.07
820 1812.31 1441.89 0.14 24.51 7.42
821 1347.14 1444.33 0.13 29.61 3.99
822 1381.56 1449.65 0.17 56.87 4.37
823 1937.63 1447.65 0.45 10.23 2.39
824 683.87 1449.89 0.19 -82.84 3.14
825 67.72 1451.96 0.21 52.17 2.26
826 814.84 1455.29 0.11 62.95 5.11
827 1221.76 1462.23 0.40 63.46 6.31
828 1412.40 1455.87 0.09 67.36 3.74
829 989.33 1459.20 0.27 -82.12 4.37
830 1294.84 1455.89 0.18 -34.68 2.26
831 1849.91 1459.95 0.27 52.65 5.56
832 632.57 1456.05 0.53 -16.80 1.87
833 71.99 1461.42 0.21 -21.43 5.17
834 463.03 1465.84 0.13 -35.80 8.12
835 773.08 1461.83 0.68 -81.75 2.46
836 1275.15 1465.07 0.33 23.39 2.88
837 1609.27 1472.60 0.11 56.83 9.62
838 1187.79 1466.62 0.51 87.89 1.95
839 407.28 1472.34 0.09 -14.63 6.56
840 1816.11 1468.88 0.32 -27.50 2.59
841 742.09 1478.94 0.07 86.23 4.55
842 1455.65 1483.26 0.24 76.39 4.26
843 1721.25 1481.20 0.19 -86.43 2.76
844 1442.48 1480.92 0.10 64.43 2.26
845 1677.14 1487.78 0.10 56.04 7.74
846 1234.43 1484.87 0.25 73.24 3.04
847 1620.66 1489.64 0.42 -46.10 1.95
848 1924.33 1489.35 0.26 -65.49 1.87
849 1732.85 1495.11 0.16 24.44 6.05
850 1296.17 1506.92 0.08 61.25 8.96
851 158.75 1497.53 0.37 -16.34 2.39
852 1486.05 1501.74 0.10 64.92 6.58
853 717.90 1504.56 0.22 89.95 5.92
854 1831.08 1505.53 0.08 37.00 7.98
855 739.72 1506.38 0.04 58.06 4.62
856 1041.57 1503.45 0.48 -20.65 1.69
857 1672.87 1507.40 0.18 21.86 5.35
858 83.95 1509.97 0.34 -13.12 5.26
859 977.41 1512.76 0.10 -50.53 5.59
860 1449.11 1513.99 0.11 -67.82 6.02
861 1020.82 1514.52 0.30 76.63 4.18
862 765.72 1515.84 0.11 -32.75 4.03
863 269.22 1515.76 0.32 4.60 3.04
864 1479.39 1523.57 0.13 51.76 6.65
865 1247.15 1523.12 0.26 -54.31 2.93
866 936.06 1525.43 0.09 -83.57 4.62
867 1196.94 1524.46 0.53 87.92 2.11
868 1150.15 1526.92 0.25 86.94 2.71
869 716.20 1529.50 0.41 -57.75 2.33
870 1891.01 1537.79 0.43 43.61 3.70
871 1196.42 1540.78 0.14 -80.40 4.75
872 720.19 1539.21 0.22 -66.13 2.11
873 875.97 1538.72 0.47 -39.20 1.87
874 1105.20 1543.92 0.08 73.48 4.72
875 132.51 1548.12 0.36 21.42 6.72
876 1049.94 1545.02 0.55 -52.79 2.99
877 158.33 1546.46 0.52 77.96 2.11
878 606.64 1546.75 0.07 80.65 2.93
879 811.16 1549.75 0.36 77.99 4.15
880 588.36 1549.81 0.15 -33.06 4.18
881 1392.69 1551.57 0.21 66.56 3.83
882 330.94 1551.73 0.49 20.69 2.71
883 751.63 1552.58 0.18 7.33 2.26
884 1303.71 1553.38 0.61 29.31 2.19
885 194.67 1558.64 0.60 -27.32 2.19
886 1636.47 1563.51 0.34 50.45 3.34
887 227.39 1565.19 0.44 -33.42 2.03
888 67.83 1573.64 0.24 -19.29 2.99
889 1347.45 1573.21 0.35 33.12 2.46
890 1333.47 1574.46 0.20 51.37 2.93
891 1444.26 1583.12 0.24 -6.39 12.17
892 521.61 1579.30 0.15 32.63 4.41
893 138.36 1578.57 0.43 55.32 1.60
894 205.39 1586.44 0.22 -38.06 5.47
895 169.39 1582.95 0.37 -55.25 1.78
896 1335.17 1584.84 0.26 55.31 4.03
897 1005.24 1585.63 0.21 76.88 3.43
898 1559.43 1584.85 0.14 36.30 2.46
899 178.50 1589.81 0.38 -21.45 6.68
900 442.48 1591.71 0.27 -47.56 6.00
901 1271.14 1594.01 0.10 60.32 6.02
902 457.78 1594.16 0.14 -53.20 5.17
903 376.00 1595.19 0.28 -39.01 4.69
904 771.18 1595.93 0.07 -76.15 4.55
905 1708.33 1592.34 0.21 9.15 1.95
906 488.35 1595.36 0.23 -57.10 3.14
907 1415.33 1596.20 0.12 76.15 3.91
908 689.47 1601.76 0.26 84.95 7.42
909 868.41 1605.84 0.07 85.81 11.28
910 1939.15 1597.66 0.46 83.22 2.82
911 1194.39 1599.45 0.78 85.72 2.03
912 1670.08 1599.92 0.15 38.81 4.82
913 1771.01 1596.79 0.32 -59.29 2.03
914 1539.72 1601.63 0.41 -70.43 1.60
915 656.29 1610.63 0.07 -61.52 7.48
916 1110.11 1613.22 0.07 69.95 9.93
917 1207.32 1609.65 0.73 50.28 1.60
918 1172.79 1614.86 0.23 -38.62 4.58
919 706.26 1624.15 0.28 -58.91 7.82
920 1771.78 1617.03 0.06 62.35 3.52
921 1920.85 1624.15 0.20 35.80 9.52
922 1206.74 1616.63 0.64 54.29 1.69
923 1957.07 1621.85 0.20 46.27 3.29
924 1255.55 1624.88 0.17 57.67 4.33
925 987.49 1621.98 0.44 44.47 1.60
926 1723.65 1622.81 0.31 73.61 1.60
927 1797.61 1622.43 0.28 3.57 2.26
928 87.20 1624.83 0.33 -25.12 1.78
929 1069.22 1625.85 0.29 71.91 2.19
930 1745.02 1628.58 0.17 18.25 4.62
931 442.31 1632.11 0.11 50.00 6.00
932 1205.40 1627.10 0.53 -74.14 1.69
933 1656.36 1629.83 0.25 34.51 3.70
934 509.53 1632.73 0.18 -51.04 4.30
935 1399.90 1635.99 0.32 22.99 3.39
936 1411.23 1636.45 0.32 -77.19 3.24
937 1250.98 1639.89 0.13 81.35 4.41
938 1439.03 1640.88 0.12 85.43 4.58
939 498.78 1640.07 0.54 -37.56 1.87
940 1012.96 1643.03 0.09 76.10 4.22
941 1898.31 1648.35 0.56 59.93 6.18
942 637.93 1647.97 0.05 -71.77 6.38
943 315.18 1658.93 0.24 -39.13 12.31
944 382.97 1650.73 0.11 73.92 4.75
945 1270.63 1649.22 0.23 6.32 3.52
946 1194.69 1652.98 0.63 -83.68 3.61
947 1239.25 1653.54 0.15 59.52 4.41
948 1454.73 1653.96 0.62 -40.23 2.39
949 292.34 1655.07 0.21 -25.84 2.76
950 1361.46 1657.48 0.22 85.76 3.66
951 1264.70 1657.71 0.45 87.76 2.11
952 577.74 1658.52 0.47 35.95 2.11
953 633.42 1663.29 0.04 -63.91 6.26
954 1168.62 1663.40 0.42 -82.87 3.95
955 680.26 1663.96 0.03 -32.15 6.10
956 21.38 1665.21 0.15 -88.27 4.30
957 947.08 1664.73 0.17 61.12 2.76
958 1159.05 1664.22 0.45 -75.37 1.60
959 105.44 1666.52 0.44 -50.12 2.11
960 1547.65 1668.89 0.38 -64.56 3.14
961 1849.65 1668.92 0.22 25.12 3.57
962 206.19 1669.99 0.15 -18.31 2.65
963 408.07 1669.39 0.45 12.88 2.03
964 781.73 1671.34 0.41 -83.06 2.99
965 295.65 1678.10 0.05 -49.55 3.66
966 1923.75 1675.02 0.55 14.43 2.03
967 1475.79 1683.78 0.13 64.56 7.57
968 735.31 1682.60 0.22 -41.40 2.39
969 1261.10 1682.93 0.25 37.75 3.34
970 1853.30 1685.08 0.36 -69.83 3.24
971 1293.10 1688.08 0.19 -6.30 2.82
972 412.31 1690.42 0.10 33.67 3.48
973 1515.36 1693.12 0.24 77.78 4.92
974 1670.79 1706.09 0.13 55.99 16.32
975 1056.03 1698.39 0.19 69.89 6.41
976 1431.54 1695.12 0.35 63.30 2.59
977 145.36 1710.79 0.30 -34.03 17.25
978 244.47 1695.45 0.66 -48.82 2.33
979 328.74 1695.87 0.50 50.78 1.60
980 1027.60 1698.25 0.10 72.89 3.74
981 1283.71 1699.83 0.06 -28.37 3.57
982 1315.92 1706.00 0.16 64.71 6.00
983 1632.62 1705.29 0.20 -77.69 4.44
984 1167.54 1711.98 0.10 -82.92 5.50
985 1454.22 1710.39 0.40 68.70 4.48
986 773.84 1709.67 0.35 17.85 2.39
987 513.09 1714.47 0.23 80.64 2.46
988 791.84 1714.24 0.39 -19.31 1.69
989 1229.68 1719.83 0.15 37.79 2.88
990 1725.24 1729.34 0.16 54.48 10.72
991 333.19 1725.76 0.28 -32.33 6.96
992 1294.97 1722.68 0.51 9.79 2.03
993 470.82 1735.41 0.20 -47.99 10.30
994 717.34 1737.33 0.12 -76.55 9.04
995 1835.05 1730.50 0.16 51.21 3.04
996 858.23 1738.35 0.04 67.82 5.14
997 605.96 1743.65 0.20 -69.54 8.29
998 827.96 1741.81 0.32 16.76 2.88
999 484.12 1743.14 0.46 21.24 1.87
1000 922.04 1747.33 0.18 -89.85 5.11
1001 1175.65 1748.09 0.34 -59.04 2.19
1002 1831.61 1758.52 0.32 66.31 6.41
1003 1899.30 1752.74 0.52 38.80 2.03
1004 1178.93 1755.29 0.59 -76.88 2.26
1005 797.87 1755.52 0.17 -46.39 3.14
1006 1735.14 1754.10 0.28 10.56 2.46
1007 787.00 1760.10 0.21 -89.05 6.28
1008 713.88 1760.07 0.39 65.07 2.65
1009 1875.37 1763.00 0.26 18.68 4.48
1010 910.89 1763.26 0.30 -7.66 4.72
1011 142.57 1776.05 0.32 -35.02 15.42
1012 952.22 1765.98 0.05 87.53 5.70
1013 1461.22 1764.50 0.06 50.29 4.07
1014 1324.57 1764.56 0.46 29.67 1.69
1015 1692.85 1769.07 0.12 44.72 4.85
1016 620.55 1767.15 0.37 57.45 2.39
1017 1950.75 1769.71 0.19 -50.50 2.33
1018 1083.63 1776.60 0.24 -61.63 7.23
1019 233.70 1778.46 0.39 -38.71 5.05
1020 1125.97 1780.46 0.11 86.26 5.08
1021 1642.08 1778.02 0.15 -9.96 2.76
1022 1353.52 1779.46 0.25 -69.42 2.19
1023 1420.52 1781.73 0.31 33.25 2.71
1024 958.51 1785.67 0.31 83.99 2.76
1025 1267.49 1786.09 0.66 82.97 1.60
1026 1107.81 1796.76 0.10 -32.95 8.29
1027 1044.17 1790.72 0.37 -70.82 1.78
1028 1146.96 1798.65 0.28 76.26 6.56
1029 1057.72 1797.81 0.15 73.59 7.67
1030 188.18 1801.55 0.23 -0.31 6.84
1031 1022.43 1798.49 0.39 -85.51 2.19
1032 1077.00 1801.63 0.18 28.74 4.22
1033 1642.18 1799.93 0.38 78.62 2.93
1034 1426.56 1799.66 0.48 26.15 2.11
1035 847.01 1805.60 0.19 -87.19 5.73
1036 1612.57 1809.73 0.13 60.58 5.73
1037 22.49 1810.10 0.30 -42.51 5.17
1038 398.23 1805.54 0.63 -5.54 1.69
1039 1828.38 1822.68 0.22 51.20 14.52
1040 1042.93 1815.55 0.13 74.62 6.31
1041 482.51 1814.83 0.24 -1.92 4.03
1042 763.77 1817.05 0.21 -19.41 2.39
1043 1454.20 1825.93 0.15 -30.30 4.30
1044 1166.30 1824.14 0.26 13.91 1.69
1045 232.61 1835.34 0.30 -41.52 10.05
1046 419.87 1827.72 0.40 -70.55 2.26
1047 681.67 1829.41 0.51 63.83 2.33
1048 1161.61 1830.94 0.58 -31.51 1.95
1049 715.50 1831.37 0.50 -69.89 2.26
1050 52.40 1835.32 0.66 41.82 3.74
1051 131.84 1836.09 0.54 -24.34 1.60
1052 884.86 1841.86 0.12 4.34 5.94
1053 2002.15 1838.90 0.71 -42.56 2.46
1054 1230.99 1840.16 0.43 88.18 1.95
1055 787.27 1840.98 0.49 -14.13 1.87
1056 846.21 1849.67 0.86 85.08 3.24
1057 1995.25 1842.98 0.42 -24.28 2.03
1058 1109.79 1849.07 0.03 -27.79 6.65
1059 785.49 1849.51 0.73 78.66 2.46
1060 1394.08 1852.22 0.16 63.81 5.47
1061 851.70 1848.98 0.69 60.48 1.78
1062 1611.49 1851.36 0.54 -76.61 2.71
1063 1238.32 1853.13 0.01 35.09 4.79
1064 1965.35 1865.01 0.25 49.26 12.54
1065 785.26 1857.56 0.63 50.20 2.65
1066 1264.67 1855.47 0.41 82.93 1.69
1067 1880.11 1860.54 0.26 71.31 5.32
1068 1612.87 1870.76 0.24 74.99 11.62
1069 1856.26 1862.41 0.47 52.71 3.91
1070 545.42 1870.30 0.16 70.52 3.24
1071 529.22 1870.98 0.69 -55.28 2.26
1072 1126.84 1870.30 0.17 89.15 1.87
1073 1257.98 1871.60 0.65 -23.36 2.11
1074 795.39 1876.00 0.35 65.31 2.33
1075 81.90 1875.50 0.65 7.30 1.60
1076 1302.60 1881.18 0.19 30.01 3.52
1077 1836.13 1884.53 0.48 -82.68 1.78
1078 72.49 1889.70 0.45 21.91 2.46
1079 756.49 1890.44 0.34 -21.44 2.76
1080 988.45 1890.52 0.69 -89.96 1.69
1081 1936.75 1895.04 0.17 46.58 5.70
1082 786.34 1894.38 0.30 -58.96 2.26
1083 1280.52 1892.30 0.55 -44.87 1.69
1084 1090.37 1898.09 0.43 -82.46 2.46
1085 1277.99 1899.96 0.78 86.49 2.26
1086 1285.22 1898.71 0.74 86.10 1.78
1087 1512.67 1899.63 0.37 -76.62 3.24
1088 1471.56 1909.16 0.27 58.98 6.63
1089 401.60 1909.93 0.32 -60.39 4.89
1090 1506.15 1907.21 0.57 -72.50 1.87
1091 1724.14 1912.47 0.34 -83.45 2.46
1092 350.30 1915.77 0.07 -36.18 4.07
1093 1438.47 1918.86 0.34 71.90 5.44
1094 1595.15 1919.41 0.24 59.42 6.56
1095 123.00 1914.50 0.42 44.66 1.60
1096 448.00 1916.99 0.16 18.65 3.24
1097 793.14 1917.04 0.47 69.12 2.99
1098 1373.91 1918.33 0.64 -2.17 2.19
1099 980.38 1945.65 0.18 86.20 16.00
1100 1187.00 1931.40 0.14 90.00 1.95
1101 199.84 1937.31 0.32 -29.51 5.59
1102 61.25 1936.64 0.43 71.41 1.60
1103 662.22 1952.07 0.24 -69.92 11.66
1104 241.75 1942.22 0.38 18.11 2.39
1105 1031.96 1947.10 0.51 -52.90 1.60
1106 1009.66 1949.24 0.34 -19.55 2.71
1107 1512.93 1955.75 0.15 59.89 6.60
1108 19.48 1955.94 0.39 60.70 3.43
1109 893.09 1957.80 0.24 -82.48 5.26
1110 1700.73 1960.17 0.09 81.36 5.14
1111 1691.29 1957.87 0.27 -24.55 2.82
1112 83.11 1958.89 0.52 -24.78 2.52
1113 1905.65 1966.60 0.27 45.44 5.97
1114 1853.92 1964.13 0.39 12.81 3.24
1115 826.04 1965.65 0.17 -65.97 3.19
1116 1296.68 1965.98 0.29 28.82 2.26
1117 1113.23 1967.95 0.52 61.25 2.03
1118 1991.62 1969.08 0.69 36.33 1.69
1119 1923.66 1977.73 0.27 46.52 5.53
1120 884.35 1982.39 0.21 -60.20 6.36
1121 1812.09 1986.94 0.22 43.75 7.09
1122 1099.84 1983.79 0.19 -85.85 1.95
1123 1539.35 1989.14 0.19 62.41 5.44
1124 1931.80 1990.64 0.23 47.54 3.34
1125 1123.25 1993.69 0.31 19.98 1.69
1126 1455.23 2007.13 0.32 71.06 8.33
1127 812.13 2017.03 0.25 -76.49 11.00
1128 1348.63 2007.46 0.65 84.87 2.46
1129 577.96 2012.48 0.18 -79.55 5.05
1130 1365.40 2009.80 0.27 75.49 3.14
1131 512.20 2013.68 0.20 78.43 2.82
1132 890.80 2014.51 0.16 38.54 3.34
1133 1523.69 2017.46 0.32 -6.85 2.65
1134 1766.57 2026.07 0.24 50.78 6.26
1135 1598.88 2026.34 0.41 54.50 3.29
1136 1915.53 2033.60 0.59 -88.76 1.95
1137 824.05 2037.13 0.17 -80.29 4.95
1138 1136.60 2035.05 0.14 44.94 3.95
1139 1099.90 2040.20 0.64 -66.03 1.69
1140 1921.14 208.50 0.82 1.40 68.27
1141 1990.81 212.95 0.29 42.78 16.58
1142 1993.60 244.67 0.74 85.65 43.87
1143 1949.53 273.42 0.20 -36.39 14.76
1144 2028.17 1094.94 0.98 -88.64 44.36
1145 1199.16 1806.35 0.89 -87.18 29.75
1146 1192.08 1835.83 0.52 89.65 21.18
1147 1198.19 1847.41 0.34 -64.57 15.78
1148 1192.72 1854.80 0.57 -89.73 6.86
1149 1193.45 1870.62 0.04 -40.91 25.55
1150 1191.67 1883.97 0.31 -78.15 4.95
1151 1188.61 1904.07 0.61 -89.88 14.46
1152 1210.58 1933.17 0.17 21.40 55.61
1153 1178.24 1919.90 0.64 46.95 25.38
1154 1164.87 1938.40 0.34 -3.69 42.29
1155 1183.74 1949.98 0.58 -51.83 13.49
1156 1196.83 1961.55 0.43 -85.20 8.79
1157 1188.64 1962.06 0.68 83.30 6.05
1158 1188.87 1981.43 0.51 -67.33 28.98
1159 1198.39 1978.22 0.45 42.35 18.81
1160 1191.44 1996.29 0.50 87.76 7.31
1161 66.93 1966.91 0.35 69.07 44.14
1162 1203.72 2017.24 0.79 6.99 35.90
1163 1184.15 39.93 0.03 68.10 11.74
1164 1195.44 34.87 0.35 55.42 4.33
1165 1172.90 49.83 0.20 88.00 4.89
1166 264.39 48.72 0.18 -21.39 7.16
1167 268.65 58.73 0.11 22.71 8.67
1168 152.98 46.97 0.49 -1.05 5.53
1169 162.18 47.80 0.72 -44.28 1.87
1170 1996.65 56.90 0.29 -89.47 2.88
1171 1995.40 63.11 0.37 44.63 3.04
1172 1992.43 68.39 0.45 -8.17 3.39
1173 1994.53 72.55 0.65 -28.75 2.88
1174 1994.46 78.18 0.43 8.53 3.24
1175 1994.74 86.08 0.14 71.16 3.78
1176 1271.42 86.73 0.33 73.30 5.20
1177 1280.13 90.43 0.02 -84.95 5.14
1178 854.54 91.33 0.22 -89.52 2.26
1179 854.27 97.07 0.57 -87.82 2.26
1180 1696.43 93.94 0.14 9.75 3.04
1181 1697.22 106.19 0.13 -60.46 9.06
1182 850.67 103.79 0.41 40.48 3.29
