NUMBER xcentroid ycentroid ellipticity orientation equivalent_radius
604 798.02 950.06 0.22 71.79 3.14
605 1261.52 948.06 0.19 -35.58 1.60
606 232.23 952.89 0.08 33.71 4.58
607 1557.22 950.25 0.09 -84.15 2.65
608 1943.42 950.34 0.09 25.93 2.26
609 278.95 953.06 0.15 24.65 3.57
610 1374.89 955.15 0.21 -78.78 2.59
611 1954.47 954.50 0.12 -38.34 2.93
612 39.12 957.92 0.15 1.07 4.07
613 848.93 958.72 0.45 40.82 4.75
614 829.52 958.68 0.11 88.11 3.43
615 1605.38 957.71 0.26 -35.74 2.03
616 914.49 968.40 0.04 38.67 7.57
617 70.64 964.30 0.14 -16.11 2.11
618 371.50 963.75 0.55 46.78 1.95
619 1435.40 963.23 0.41 -16.30 1.60
620 515.11 973.61 0.03 57.65 8.10
621 2028.21 967.34 0.55 -1.70 2.39
622 671.18 978.16 0.10 -66.29 3.87
623 1370.08 975.11 0.32 77.22 2.19
624 1573.91 974.90 0.28 73.91 1.69
625 588.16 979.81 0.22 62.46 3.70
626 829.25 978.48 0.14 -22.00 3.39
627 603.11 979.19 0.16 -35.80 2.52
628 175.01 981.11 0.28 3.78 3.57
629 289.15 985.70 0.30 19.12 4.69
630 967.01 985.05 0.42 40.22 1.87
631 2004.11 985.01 0.47 -78.32 1.78
632 320.48 986.37 0.21 14.42 3.48
633 1296.41 987.11 0.07 -50.22 3.78
634 1377.24 996.10 0.31 44.89 3.52
635 1965.35 995.68 0.32 39.36 2.65
636 375.76 997.95 0.10 26.89 3.48
637 899.42 997.59 0.35 -30.42 3.09
638 1979.46 998.33 0.09 4.57 3.83
639 537.32 1002.73 0.13 47.22 4.18
640 1689.98 1004.62 0.07 -77.19 4.07
641 1395.28 1004.35 0.61 -76.00 1.95
642 498.87 1004.16 0.22 42.89 1.60
643 1316.44 1008.35 0.05 62.17 5.47
644 1521.18 1004.05 0.39 8.49 1.95
645 1402.01 1010.01 0.14 76.42 2.82
646 121.78 1010.13 0.33 7.91 2.46
647 478.13 1012.56 0.34 40.34 3.66
648 301.32 1014.52 0.18 41.46 4.55
649 529.56 1012.56 0.20 -89.71 2.39
650 656.82 1012.97 0.10 -19.00 3.48
651 1460.89 1013.81 0.36 30.45 2.71
652 1512.15 1012.57 0.38 -35.59 1.78
653 1303.45 1014.94 0.23 -89.27 2.19
654 347.20 1016.41 0.28 -35.22 4.41
655 1290.23 1017.65 0.24 -75.92 2.19
656 674.10 1026.42 0.03 86.30 8.27
657 285.15 1032.42 0.14 12.49 10.30
658 1468.05 1026.54 0.21 -70.67 3.99
659 808.85 1025.24 0.28 -38.99 2.33
660 1103.30 1027.88 0.08 76.26 5.05
661 1708.40 1026.76 0.13 -62.12 3.04
662 1794.82 1028.83 0.09 74.53 4.15
663 307.26 1030.61 0.20 24.83 3.66
664 519.46 1031.23 0.22 18.75 2.03
665 131.96 1033.20 0.24 72.16 2.99
666 920.00 1036.98 0.15 -65.91 5.67
667 1379.83 1031.55 0.44 -33.88 1.69
668 711.64 1034.11 0.36 -47.78 1.78
669 813.15 1039.27 0.09 -83.78 4.82
670 1549.36 1042.08 0.03 -31.25 7.23
671 1752.34 1039.13 0.10 21.46 4.44
672 332.54 1038.60 0.64 -57.83 2.19
673 472.78 1039.46 0.21 -25.56 2.59
674 931.49 1040.57 0.04 -23.32 3.24
675 994.80 1040.81 0.43 61.14 2.19
676 425.74 1044.21 0.25 15.95 4.55
677 1416.61 1045.53 0.07 -80.67 3.74
678 222.68 1045.21 0.25 31.81 2.82
679 669.17 1046.07 0.33 57.74 2.11
680 1386.75 1045.26 0.31 6.07 1.60
681 1839.52 1055.10 0.04 -3.29 9.57
682 201.12 1048.67 0.34 -7.36 2.82
683 191.02 1051.55 0.26 7.35 4.92
684 674.30 1064.57 0.11 59.01 10.49
685 1178.86 1056.84 0.31 64.44 4.48
686 1684.82 1058.07 0.12 -37.45 6.15
687 1622.04 1056.94 0.07 -29.80 3.04
688 346.06 1061.81 0.27 71.41 2.03
689 2031.17 1060.96 0.00 15.88 2.76
690 1068.79 1063.39 0.04 72.40 2.76
691 1191.10 1064.33 0.24 33.33 2.71
692 167.19 1066.17 0.15 5.26 3.52
693 458.46 1066.86 0.05 -34.13 4.51
694 34.77 1070.74 0.12 -9.88 5.14
695 1620.58 1065.36 0.29 69.02 1.87
696 1542.96 1068.32 0.34 -52.27 3.34
697 696.27 1068.43 0.33 -61.45 2.19
698 590.17 1073.55 0.05 57.78 4.41
699 1017.00 1071.13 0.07 56.18 3.34
700 202.32 1072.48 0.55 -10.51 2.76
701 340.92 1072.24 0.51 2.09 2.26
702 1204.75 1079.28 0.06 -76.50 4.95
703 1156.80 1081.18 0.06 -87.07 4.92
704 914.06 1084.12 0.41 34.79 4.33
705 614.98 1091.60 0.01 61.94 7.84
706 1533.92 1087.07 0.38 70.55 3.57
707 1491.23 1086.83 0.11 46.03 2.71
708 1073.90 1085.86 0.55 -12.84 1.60
709 779.64 1089.34 0.34 50.79 2.11
710 836.14 1092.52 0.37 -35.75 2.39
711 1929.52 1096.68 0.01 35.78 4.69
712 1914.82 1094.88 0.20 1.90 2.46
713 544.97 1110.28 0.04 88.32 4.98
714 603.89 1110.62 0.24 -51.86 3.74
715 1348.27 1110.55 0.38 82.14 3.48
716 110.17 1109.36 0.47 28.04 3.09
717 519.91 1109.73 0.43 11.29 2.26
718 785.41 1114.24 0.23 -11.14 7.61
719 725.68 1114.21 0.15 3.03 3.29
720 1901.23 1119.66 0.21 -89.51 5.05
721 77.41 1119.03 0.23 6.96 4.98
722 562.57 1116.08 0.63 -85.17 1.69
723 381.41 1118.56 0.11 -5.71 3.61
724 1884.28 1117.72 0.11 -23.14 2.88
725 1961.40 1117.32 0.36 -41.61 2.88
726 1422.50 1120.27 0.37 -14.96 5.47
727 1061.65 1119.74 0.10 -56.22 3.04
728 521.82 1119.51 0.49 34.22 1.95
729 541.72 1124.88 0.26 -82.07 3.74
730 1471.50 1124.39 0.11 20.01 3.91
731 1048.09 1135.70 0.44 -78.67 7.69
732 1433.14 1130.93 0.06 6.06 5.44
733 149.15 1129.32 0.42 -45.17 2.26
734 428.89 1129.33 0.24 -10.45 2.76
735 1240.24 1130.10 0.22 -73.71 2.93
736 951.30 1136.58 0.06 66.81 8.25
737 374.11 1130.18 0.53 -30.94 2.19
738 321.15 1135.67 0.07 -47.24 5.75
739 753.30 1140.01 0.36 73.42 6.70
740 215.58 1140.70 0.19 -1.62 7.72
741 580.61 1141.51 0.02 34.03 7.00
742 185.42 1142.19 0.16 -11.28 4.11
743 1169.83 1140.36 0.31 10.55 2.99
744 1480.32 1145.07 0.22 83.18 2.19
745 716.98 1159.23 0.03 49.16 14.54
746 460.22 1148.93 0.16 -9.32 2.03
747 967.05 1150.38 0.43 72.84 2.19
748 494.24 1152.10 0.19 49.99 2.88
749 1961.37 1151.14 0.49 -32.40 2.52
750 1095.37 1152.29 0.21 28.22 3.09
751 88.89 1156.74 0.11 -47.80 4.65
752 752.63 1153.78 0.36 38.29 2.19
753 1798.82 1160.80 0.20 76.02 3.91
754 1279.46 1161.81 0.41 46.00 3.99
755 1807.87 1160.38 0.03 -1.76 2.26
756 1976.36 1162.42 0.19 -12.47 3.39
757 535.06 1168.05 0.04 55.34 6.08
758 1342.33 1163.49 0.03 66.98 2.11
759 1772.66 1165.62 0.37 79.50 3.29
760 402.61 1167.76 0.10 3.34 5.26
761 1725.97 1168.10 0.20 5.80 3.14
762 1223.45 1177.76 0.09 -9.47 5.26
763 1000.75 1176.46 0.11 -29.88 2.88
764 928.83 1196.96 0.41 -55.11 16.11
765 368.43 1177.88 0.10 58.94 2.65
766 1357.79 1181.34 0.08 7.29 5.56
767 360.26 1180.80 0.34 -12.94 2.71
768 223.48 1186.16 0.19 -26.48 5.26
769 378.31 1189.87 0.36 -66.24 6.00
770 1514.36 1190.02 0.07 54.21 5.26
771 1848.37 1188.81 0.56 14.71 2.11
772 1945.35 1197.16 0.12 28.60 6.08
773 1675.92 1194.67 0.07 -35.45 3.91
774 163.54 1196.49 0.14 -22.79 3.70
775 645.26 1193.81 0.43 41.95 1.95
776 43.97 1197.87 0.19 -7.76 3.78
777 152.96 1197.62 0.19 -5.34 3.52
778 1557.88 1195.87 0.63 -76.33 1.60
779 1131.38 1201.68 0.10 42.25 4.51
780 1471.71 1198.17 0.21 -24.44 2.46
781 1214.98 1204.03 0.13 -41.66 5.17
782 1850.78 1207.16 0.06 -81.32 4.95
783 949.24 1205.98 0.54 -82.23 1.69
784 808.01 1207.96 0.43 -66.97 2.59
785 174.22 1208.74 0.25 -13.67 3.57
786 877.64 1208.30 0.15 61.68 3.29
787 1281.39 1210.48 0.12 2.54 2.11
788 272.15 1213.43 0.25 -3.50 3.19
789 298.71 1226.36 0.11 -8.70 12.90
790 1273.02 1217.05 0.12 -26.77 3.52
791 528.45 1219.27 0.16 -41.11 2.65
792 919.37 1219.08 0.43 -44.83 1.60
793 1107.88 1220.33 0.30 -29.09 2.46
794 1904.31 1220.64 0.42 65.45 2.03
795 623.11 1222.34 0.53 0.27 1.69
796 563.26 1225.12 0.43 6.83 3.43
797 408.68 1227.95 0.11 -18.39 5.20
798 646.87 1228.84 0.16 -77.37 4.58
799 1143.86 1225.25 0.52 -55.29 1.60
800 159.07 1227.08 0.28 58.49 2.33
801 457.40 1227.72 0.56 -44.25 1.60
802 1656.16 1227.92 0.07 -84.24 2.59
803 893.98 1232.17 0.09 56.45 5.05
804 1598.44 1231.18 0.07 85.55 1.95
805 1851.37 1236.67 0.62 -19.87 2.03
806 2024.08 1237.07 0.27 17.51 2.71
807 1743.76 1237.43 0.41 -39.11 1.78
808 642.52 1239.71 0.15 80.46 2.46
809 621.19 1240.25 0.15 79.65 2.11
810 370.03 1244.10 0.10 -87.84 3.48
811 708.93 1257.42 0.10 64.19 14.32
812 83.98 1243.45 0.60 -42.63 1.69
813 2009.55 1247.94 0.18 -27.60 3.95
814 1311.19 1249.34 0.07 43.91 4.72
815 1250.07 1249.29 0.32 3.17 2.76
816 68.94 1251.87 0.09 -56.24 3.34
817 816.02 1250.79 0.30 33.50 2.59
818 1090.03 1251.87 0.27 -78.62 3.04
819 1635.57 1249.59 0.27 -15.07 2.03
820 1900.41 1253.43 0.54 -79.86 2.65
821 461.75 1254.64 0.07 85.49 3.14
822 748.44 1256.94 0.34 78.93 2.59
823 238.76 1255.91 0.36 -12.50 2.03
824 483.39 1258.34 0.12 34.94 2.03
825 515.84 1260.43 0.11 60.98 2.46
826 590.55 1266.59 0.01 -47.90 8.54
827 1698.69 1265.18 0.02 23.84 6.15
828 1632.69 1268.92 0.22 79.54 5.32
829 302.14 1270.52 0.10 58.71 6.89
830 1453.64 1266.84 0.08 41.10 4.62
831 1198.17 1266.41 0.10 85.28 2.65
832 474.00 1271.28 0.40 -59.33 5.50
833 1804.13 1269.15 0.32 -0.49 1.95
834 1088.21 1270.38 0.75 -11.20 1.60
835 1888.39 1276.32 0.30 52.39 4.65
836 650.11 1274.81 0.16 -74.35 2.82
837 1834.99 1275.89 0.21 36.96 2.88
838 353.49 1281.97 0.14 -16.91 6.31
839 938.04 1278.18 0.22 -87.64 1.78
840 1071.75 1287.80 0.02 -53.54 9.18
841 1550.07 1284.49 0.13 88.45 3.29
842 872.98 1283.98 0.51 -12.48 2.71
843 1048.96 1290.80 0.38 35.77 7.46
844 1633.53 1284.53 0.42 46.15 1.60
845 1211.47 1288.62 0.03 78.29 5.14
846 1437.93 1289.50 0.01 0.92 4.65
847 1096.56 1291.39 0.45 79.92 3.74
848 149.33 1291.37 0.17 8.98 4.41
849 771.67 1293.21 0.01 38.83 5.29
850 105.74 1290.65 0.22 62.34 1.95
851 1421.32 1291.24 0.20 21.17 2.46
852 789.23 1294.66 0.26 -67.86 2.39
853 231.95 1298.94 0.19 -51.01 3.29
854 784.83 1297.92 0.40 58.88 1.69
855 1932.36 1297.68 0.26 26.63 1.87
856 1229.50 1298.58 0.43 8.29 2.26
857 1046.22 1303.27 0.20 19.07 5.14
858 1128.43 1303.89 0.02 63.19 6.10
859 1728.89 1302.45 0.28 36.59 1.95
860 374.28 1306.96 0.13 75.93 3.19
861 56.68 1306.94 0.23 -9.34 3.70
862 1031.94 1313.22 0.15 -59.85 6.33
863 1083.88 1309.89 0.27 21.87 5.78
864 80.22 1311.59 0.29 -60.96 2.46
865 922.98 1310.50 0.30 -30.49 1.95
866 262.62 1311.50 0.22 -0.07 1.78
867 289.61 1311.48 0.63 -46.53 1.60
868 333.44 1312.14 0.22 -25.97 2.26
869 519.43 1314.67 0.15 -50.79 2.03
870 1427.62 1317.96 0.07 76.87 4.26
871 882.64 1317.22 0.37 -15.26 2.65
872 681.73 1317.62 0.30 -17.22 1.95
873 1036.88 1324.23 0.22 63.93 3.19
874 438.89 1329.80 0.52 71.65 1.78
875 755.29 1332.19 0.42 -0.22 3.34
876 801.34 1335.22 0.41 59.02 4.11
877 1656.56 1333.66 0.17 45.88 4.51
878 1129.46 1337.71 0.13 58.19 4.79
879 1014.87 1336.35 0.13 -7.45 3.66
880 198.32 1340.87 0.24 -17.98 7.48
881 768.13 1343.08 0.27 -65.28 3.66
882 1901.69 1341.04 0.25 3.74 3.19
883 990.25 1347.87 0.41 -7.60 9.61
884 1513.00 1348.08 0.03 72.27 7.02
885 229.14 1354.90 0.21 -15.03 11.21
886 743.26 1348.41 0.08 81.76 5.73
887 1224.76 1349.28 0.06 52.47 4.55
888 1307.05 1348.02 0.25 44.84 2.93
889 329.66 1355.48 0.14 -17.67 8.21
890 423.82 1347.65 0.16 -45.24 2.59
891 125.92 1351.46 0.08 -27.62 3.78
892 308.21 1349.57 0.29 -54.80 2.71
893 1627.56 1349.20 0.54 66.66 2.03
894 559.08 1354.26 0.09 -62.70 5.73
895 1244.15 1354.34 0.06 -72.35 6.51
896 589.47 1359.52 0.42 -76.83 6.23
897 1874.59 1355.30 0.36 56.72 2.76
898 258.05 1359.64 0.19 -18.41 5.84
899 1462.77 1362.39 0.21 82.41 4.26
900 1504.86 1359.35 0.21 70.98 2.88
901 1653.40 1359.06 0.43 2.06 2.82
902 1701.43 1360.13 0.18 -27.19 3.78
903 1418.66 1364.06 0.12 83.50 3.91
904 1901.65 1363.45 0.43 -60.17 1.87
905 1430.52 1364.53 0.36 36.80 2.33
906 1787.24 1364.35 0.60 -54.73 1.60
907 1242.81 1366.97 0.11 -34.18 3.34
908 1776.62 1365.05 0.25 18.79 1.69
909 1031.53 1366.17 0.46 -6.92 1.87
910 1086.19 1368.53 0.33 48.05 1.87
911 1972.96 1370.40 0.17 -0.03 2.93
912 1911.53 1372.73 0.37 -0.47 4.22
913 2018.16 1375.47 0.42 13.04 2.82
914 1051.02 1377.95 0.05 67.13 2.65
915 1798.98 1377.74 0.64 30.85 1.60
916 18.25 1380.59 0.29 12.49 3.04
917 1506.36 1382.93 0.55 67.81 1.87
918 263.19 1383.52 0.13 26.74 1.69
919 1524.92 1387.48 0.03 5.51 4.82
920 96.63 1387.99 0.11 -81.78 2.71
921 1077.76 1387.34 0.17 74.63 2.82
922 559.12 1390.85 0.26 45.67 4.37
923 765.08 1390.93 0.73 -53.44 1.60
924 1958.21 1397.01 0.50 20.47 2.88
925 509.02 1398.86 0.17 89.45 2.76
926 1250.52 1399.61 0.37 87.83 2.93
927 1612.21 1408.47 0.07 57.53 6.98
928 1816.90 1403.88 0.17 54.56 2.71
929 1368.91 1403.86 0.38 79.27 1.95
930 570.57 1404.86 0.49 42.32 1.78
931 1491.55 1411.60 0.24 -29.29 6.68
932 1773.31 1407.82 0.22 17.68 2.52
933 1019.13 1410.22 0.38 69.15 2.39
934 1270.74 1408.48 0.03 72.15 1.60
935 1677.86 1409.01 0.32 50.61 2.26
936 556.72 1410.27 0.12 64.14 2.65
937 128.24 1415.50 0.20 -60.71 2.71
938 446.41 1414.80 0.03 -17.67 3.24
939 903.94 1416.16 0.22 -66.73 3.74
940 1156.89 1415.03 0.15 -5.30 2.03
941 1277.26 1426.42 0.04 68.21 10.81
942 1833.88 1425.52 0.18 55.78 7.46
943 1176.45 1422.71 0.51 -70.87 2.19
944 1568.17 1423.94 0.18 25.13 4.33
945 272.88 1434.41 0.18 -19.32 11.79
946 961.08 1427.95 0.10 -89.94 5.78
947 991.34 1427.72 0.00 -56.07 3.78
948 1010.66 1425.98 0.28 31.93 1.87
949 222.45 1428.64 0.06 20.75 3.14
950 1022.70 1447.14 0.03 -26.57 18.70
951 589.08 1437.41 0.04 -68.71 7.18
952 1709.63 1434.83 0.12 61.10 4.37
953 445.53 1436.98 0.12 -43.30 5.08
954 464.36 1435.25 0.34 -43.23 2.88
955 67.96 1436.70 0.15 -33.13 2.33
956 1702.19 1440.70 0.19 41.11 4.69
957 1151.24 1440.21 0.21 -77.57 2.39
958 1858.02 1444.37 0.21 40.98 3.09
959 1975.30 1450.55 0.32 41.14 4.95
960 600.15 1448.89 0.08 55.85 4.72
961 652.30 1452.63 0.19 -76.20 4.58
962 1689.07 1450.75 0.25 23.82 2.52
963 1041.34 1451.21 0.73 -24.61 1.60
964 884.93 1453.86 0.25 73.82 2.99
965 668.36 1454.40 0.38 67.20 2.39
966 1897.57 1458.73 0.26 32.71 1.95
967 1247.08 1463.27 0.21 -31.24 2.65
968 1397.74 1465.04 0.10 86.38 4.26
969 1565.00 1465.25 0.03 62.31 4.82
970 648.05 1465.84 0.45 -83.93 2.46
971 972.19 1469.03 0.36 -78.57 4.58
972 1228.42 1471.03 0.12 73.28 5.97
973 446.47 1467.28 0.26 -9.49 2.26
974 1899.53 1474.26 0.17 35.30 7.38
975 651.42 1474.57 0.52 51.73 2.99
976 1754.78 1474.43 0.39 60.31 2.93
977 1026.77 1476.92 0.22 66.00 3.99
978 1951.61 1474.42 0.46 15.06 2.03
979 433.10 1477.03 0.31 -70.31 2.76
980 1157.32 1483.50 0.09 54.41 8.56
981 217.84 1485.80 0.26 -24.45 9.15
982 729.53 1480.07 0.27 -63.77 3.34
983 1658.57 1483.32 0.10 43.85 6.56
984 1054.64 1481.47 0.19 -12.15 2.46
985 719.12 1483.25 0.63 -53.43 1.69
986 126.94 1489.73 0.11 -3.63 5.01
987 738.43 1487.97 0.06 44.95 4.72
988 1496.19 1487.57 0.22 63.51 3.39
989 609.57 1488.55 0.38 -37.45 4.11
990 1788.07 1495.36 0.15 51.37 8.31
991 1023.20 1492.25 0.16 4.16 2.26
992 1711.14 1496.01 0.24 21.00 2.26
993 1127.92 1499.20 0.12 -84.85 3.39
994 809.69 1507.11 0.06 -72.91 9.42
995 1824.13 1498.98 0.36 -7.92 1.60
996 1031.05 1503.40 0.26 -75.14 2.39
997 675.66 1504.99 0.20 -26.76 3.04
998 575.53 1507.35 0.28 18.05 3.39
999 777.10 1507.69 0.03 -83.03 3.57
1000 1702.61 1509.10 0.41 20.52 5.81
1001 1806.99 1508.02 0.29 48.29 3.78
1002 295.28 1506.93 0.34 9.99 2.46
1003 1333.84 1525.61 0.31 5.59 20.80
1004 505.22 1512.28 0.41 -64.68 3.09
1005 1213.17 1519.23 0.43 -30.53 7.86
1006 533.08 1522.31 0.06 0.43 7.38
1007 1869.55 1518.43 0.25 41.73 4.26
1008 675.76 1518.52 0.07 -58.47 4.22
1009 1180.36 1522.87 0.08 83.51 6.26
1010 1884.29 1519.27 0.12 38.97 3.39
1011 710.97 1521.63 0.05 70.49 2.93
1012 2016.25 1521.36 0.76 53.57 1.69
1013 793.01 1521.49 0.42 44.51 1.60
1014 1282.95 1527.14 0.11 68.77 4.98
1015 615.69 1529.32 0.53 61.74 4.30
1016 1573.95 1533.95 0.20 45.97 5.41
1017 1252.44 1531.32 0.43 50.50 3.48
1018 315.54 1538.63 0.21 -35.09 8.50
1019 581.54 1541.18 0.28 -68.90 8.94
1020 479.32 1536.31 0.04 -20.41 3.52
1021 1208.75 1538.14 0.15 85.31 2.82
1022 492.63 1537.85 0.23 33.20 2.76
1023 385.63 1544.11 0.13 -40.76 7.25
1024 882.71 1542.47 0.43 52.59 1.78
1025 957.03 1546.70 0.20 71.81 3.83
1026 1518.52 1545.99 0.23 -87.17 2.46
1027 486.26 1549.40 0.17 -57.42 4.75
1028 444.15 1548.89 0.49 -42.75 2.59
1029 1999.88 1548.62 0.53 -1.22 1.87
1030 631.69 1555.21 0.04 -5.83 4.15
1031 1990.86 1554.31 0.36 -35.31 2.11
1032 1178.69 1556.24 0.51 -68.03 1.87
1033 1329.50 1556.76 0.42 73.44 2.03
1034 236.93 1558.15 0.28 2.15 3.19
1035 1677.74 1559.07 0.22 53.77 3.48
1036 538.38 1566.25 0.07 -61.62 5.41
1037 1455.01 1561.43 0.58 -64.75 1.60
1038 1138.62 1569.47 0.42 70.35 6.15
1039 1191.99 1568.11 0.30 -51.42 2.59
1040 1889.86 1568.19 0.19 16.39 3.04
1041 1623.65 1568.47 0.31 26.11 1.95
1042 241.82 1575.64 0.26 -22.80 8.14
1043 1708.55 1573.95 0.30 2.13 6.60
1044 1219.19 1574.39 0.28 18.68 5.32
1045 180.13 1573.47 0.04 6.58 4.72
1046 1121.34 1572.57 0.31 -68.11 2.59
1047 969.18 1575.80 0.46 62.87 2.65
1048 1458.12 1584.33 0.18 75.03 4.44
1049 828.48 1584.52 0.17 77.35 5.29
1050 1863.22 1581.86 0.14 85.21 2.71
1051 265.87 1581.93 0.21 64.43 2.39
1052 1273.68 1592.31 0.53 -70.85 7.98
1053 1658.73 1582.97 0.13 -88.82 2.46
1054 1885.73 1583.21 0.27 38.35 2.19
1055 1922.84 1592.21 0.46 45.69 7.96
1056 1963.75 1592.99 0.25 44.21 9.87
1057 475.13 1586.68 0.20 -38.51 3.99
1058 1350.57 1585.66 0.24 58.96 2.99
1059 947.69 1596.17 0.12 73.57 8.04
1060 1891.77 1598.78 0.19 -36.78 5.20
1061 728.89 1596.17 0.25 -55.11 2.26
1062 1177.68 1598.69 0.29 80.20 3.14
1063 1945.24 1599.03 0.22 -86.39 3.95
1064 442.59 1600.62 0.36 -24.59 1.87
1065 559.93 1606.00 0.16 -57.89 6.48
1066 47.54 1602.05 0.42 -6.46 2.11
1067 36.00 1603.50 0.38 -62.59 1.78
1068 1699.16 1604.78 0.33 55.56 2.71
1069 131.58 1611.36 0.47 -23.63 6.28
1070 435.02 1606.32 0.32 64.11 2.26
1071 887.90 1606.59 0.50 63.36 1.69
1072 1242.93 1613.40 0.28 24.78 8.04
1073 1213.55 1610.14 0.03 -67.89 2.59
1074 1751.02 1610.93 0.45 9.18 5.01
1075 1701.42 1610.48 0.54 0.08 1.60
1076 1195.30 1614.49 0.39 84.09 2.65
1077 1122.51 1616.82 0.35 -85.34 3.78
1078 21.16 1616.68 0.68 35.55 1.69
1079 57.16 1615.92 0.49 -21.44 1.60
1080 1962.74 1617.97 0.32 49.40 3.24
1081 654.65 1619.49 0.78 55.65 1.87
1082 710.28 1622.17 0.16 -73.38 4.15
1083 1308.41 1621.18 0.15 73.71 2.46
1084 1501.84 1622.12 0.43 53.37 3.29
1085 1975.77 1621.47 0.42 33.37 2.65
1086 50.58 1622.70 0.51 -30.02 3.39
1087 1376.36 1628.59 0.13 68.96 6.68
1088 1676.24 1624.81 0.49 28.85 2.76
1089 1787.95 1630.49 0.33 58.02 5.67
1090 1820.79 1625.24 0.32 37.22 1.78
1091 738.88 1629.33 0.07 -47.83 4.11
1092 991.71 1629.89 0.14 -82.20 4.11
1093 319.70 1630.80 0.27 -42.22 3.74
1094 1524.20 1632.86 0.61 -69.99 3.04
1095 491.53 1637.69 0.12 -57.16 6.65
1096 1611.58 1637.79 0.08 5.71 6.82
1097 975.43 1636.29 0.18 72.24 3.19
1098 927.36 1638.48 0.61 -46.85 1.87
1099 994.57 1638.96 0.22 -40.89 2.46
1100 2007.56 1640.26 0.29 8.86 1.87
1101 699.00 1648.21 0.09 -83.89 8.43
1102 1017.53 1643.63 0.09 65.28 3.19
1103 60.61 1645.63 0.41 -26.18 3.43
1104 281.56 1646.72 0.33 31.22 2.93
1105 1309.26 1647.53 0.20 87.50 3.83
1106 490.23 1647.33 0.21 83.46 1.69
1107 940.55 1647.85 0.24 -3.59 1.78
1108 1508.81 1651.36 0.13 -80.31 1.69
1109 462.60 1657.89 0.02 83.05 4.82
1110 1054.24 1663.60 0.15 83.22 6.70
1111 1960.25 1655.87 0.66 -15.38 1.60
1112 490.70 1658.78 0.11 -36.62 2.59
1113 1125.50 1662.92 0.22 53.78 2.99
1114 627.20 1668.04 0.10 -62.00 7.02
1115 352.65 1666.92 0.29 -38.02 3.91
1116 102.39 1666.87 0.58 -24.54 2.26
1117 841.94 1668.25 0.18 -67.06 4.15
1118 138.28 1668.77 0.45 -64.26 2.52
1119 1142.72 1670.12 0.15 83.77 3.70
1120 1740.31 1668.54 0.13 82.25 2.82
1121 1856.63 1666.84 0.39 3.57 1.87
1122 1472.07 1668.76 0.45 40.63 1.69
1123 215.55 1674.00 0.24 66.84 5.44
1124 809.63 1680.62 0.11 89.43 9.22
1125 550.22 1680.77 0.27 84.05 5.53
1126 289.69 1683.57 0.29 -39.70 8.88
1127 1700.33 1682.90 0.51 87.68 3.70
1128 1901.66 1680.76 0.37 40.30 3.83
1129 779.61 1686.31 0.13 88.80 8.10
1130 1965.71 1682.46 0.48 43.40 5.08
1131 988.00 1681.25 0.46 79.45 1.87
1132 744.54 1685.70 0.17 35.69 3.29
1133 1107.15 1685.79 0.09 -74.65 2.71
1134 933.29 1690.14 0.15 56.91 3.29
1135 1508.98 1691.52 0.26 -84.87 2.99
1136 605.60 1692.07 0.11 71.04 3.70
1137 392.31 1695.76 0.21 -43.35 3.95
1138 1485.71 1698.22 0.25 77.53 3.57
1139 1221.49 1698.13 0.28 30.18 2.76
1140 1078.33 1706.99 0.33 73.34 4.79
1141 1260.28 1705.99 0.30 -84.06 2.88
1142 1789.51 1706.84 0.47 -0.34 2.39
1143 1585.69 1719.72 0.25 3.58 3.52
1144 1272.80 1725.76 0.11 69.42 5.53
1145 138.77 1722.39 0.35 -81.77 1.95
1146 984.14 1722.70 0.27 -75.15 2.03
1147 1091.06 1724.76 0.40 64.88 2.99
1148 1184.38 1724.34 0.15 49.29 2.76
1149 783.07 1725.69 0.30 -59.83 2.52
1150 1939.94 1723.46 0.52 5.36 1.60
1151 820.87 1727.09 0.21 -7.22 3.57
1152 758.99 1729.93 0.37 -73.45 3.57
1153 280.35 1733.08 0.28 -51.24 5.61
1154 1967.70 1735.41 0.32 46.13 6.28
1155 1127.58 1733.93 0.34 -87.32 1.78
1156 1026.01 1735.60 0.34 44.25 2.39
1157 1780.94 1742.91 0.29 54.71 8.08
1158 615.37 1739.95 0.33 47.81 3.39
1159 1293.04 1737.16 0.36 8.35 2.88
1160 208.93 1741.11 0.25 -26.22 4.26
1161 1062.55 1744.22 0.13 -76.04 5.59
1162 1299.84 1742.46 0.32 64.58 2.82
1163 359.89 1752.53 0.25 -44.70 6.89
1164 459.81 1748.65 0.15 -25.17 3.29
1165 1919.90 1751.64 0.24 61.21 4.30
1166 1273.96 1760.07 0.09 -28.21 7.94
1167 1183.25 1759.15 0.25 -79.68 5.75
1168 1071.94 1757.67 0.26 85.24 3.43
1169 1085.16 1759.20 0.14 82.33 3.14
1170 1795.61 1758.89 0.49 87.23 2.33
1171 1819.85 1767.09 0.37 61.54 5.14
1172 1044.12 1762.28 0.39 27.19 2.19
1173 553.80 1770.67 0.11 -34.18 4.85
1174 938.97 1778.65 0.19 86.09 9.36
1175 169.37 1773.55 0.15 6.42 5.26
1176 1148.36 1776.87 0.79 -87.80 1.87
1177 389.16 1776.37 0.46 -56.99 1.60
1178 1258.45 1778.90 0.33 27.61 2.71
1179 1282.10 1778.14 0.20 -45.62 1.60
