NUMBER xcentroid ycentroid ellipticity orientation equivalent_radius
605 507.20 857.50 0.22 -22.39 2.76
606 258.73 860.39 0.34 78.23 2.46
607 1014.58 862.37 0.18 31.61 2.59
608 607.91 865.70 0.08 69.25 4.26
609 967.77 865.50 0.24 56.87 2.52
610 991.68 870.19 0.07 -79.32 5.05
611 832.29 874.46 0.17 -77.49 6.33
612 475.20 872.77 0.07 31.10 1.87
613 1390.98 876.47 0.56 -56.22 3.09
614 291.19 879.72 0.23 16.95 7.07
615 375.58 875.60 0.33 33.14 1.87
616 492.18 882.31 0.09 -37.90 6.41
617 225.45 880.66 0.21 21.00 4.48
618 945.34 877.10 0.66 40.43 1.60
619 954.10 880.54 0.16 51.69 3.04
620 563.11 880.91 0.55 52.32 2.03
621 1915.09 880.19 0.33 33.36 2.26
622 70.34 882.79 0.47 19.89 2.88
623 163.54 892.14 0.28 13.62 9.95
624 996.29 885.28 0.33 -48.73 2.46
625 1524.89 886.24 0.07 -56.85 4.11
626 514.93 888.50 0.43 -43.90 4.58
627 1551.99 885.10 0.35 79.49 1.60
628 1725.27 890.38 0.36 63.21 3.66
629 204.91 890.70 0.44 16.48 2.33
630 1015.13 891.48 0.04 -89.87 2.99
631 419.59 894.04 0.14 -27.74 3.09
632 1817.16 894.42 0.09 -51.20 3.83
633 1092.30 895.64 0.37 -14.22 4.11
634 46.42 896.77 0.31 22.67 3.48
635 1706.32 896.76 0.09 -34.72 3.04
636 927.54 901.61 0.41 -34.80 7.78
637 405.64 898.91 0.41 -65.25 2.39
638 1118.64 901.72 0.14 -57.73 3.43
639 1224.58 901.23 0.03 13.39 3.24
640 905.56 903.99 0.46 -51.05 4.79
641 953.50 902.97 0.10 84.72 3.48
642 773.29 904.52 0.05 17.14 3.24
643 1706.46 905.10 0.14 75.18 3.19
644 1352.91 904.87 0.29 -75.89 2.03
645 1208.52 910.04 0.33 77.43 4.82
646 365.31 906.69 0.38 -30.64 1.78
647 1549.64 909.78 0.08 -88.60 3.19
648 43.19 911.96 0.78 -85.46 2.19
649 1144.10 908.89 0.23 45.74 1.60
650 1251.39 914.41 0.66 -45.54 2.33
651 476.85 915.19 0.09 56.07 3.34
652 215.66 914.77 0.20 63.25 1.87
653 936.74 919.50 0.43 -4.44 5.56
654 631.53 920.64 0.29 45.25 2.93
655 1256.40 923.32 0.25 -85.66 4.37
656 473.66 922.25 0.44 35.44 1.78
657 1445.98 925.69 0.38 53.79 1.69
658 1513.55 927.74 0.11 -85.65 3.57
659 1692.01 924.98 0.04 53.61 1.69
660 414.76 927.12 0.27 33.18 2.11
661 1014.82 929.47 0.09 -87.47 3.24
662 1825.90 930.58 0.08 52.26 2.76
663 80.21 933.68 0.43 26.90 3.48
664 1487.12 933.64 0.14 44.22 2.76
665 1924.29 940.51 0.31 73.72 6.51
666 532.76 940.47 0.09 22.14 3.09
667 624.57 942.09 0.28 -26.37 3.34
668 1644.88 943.23 0.01 -77.85 3.91
669 1879.78 942.04 0.33 -25.36 2.99
670 256.83 943.01 0.16 36.75 2.59
671 676.81 946.30 0.22 -68.84 3.57
672 1232.63 947.03 0.08 -53.93 3.66
673 369.86 949.52 0.05 -58.30 4.11
674 759.70 950.78 0.14 -20.35 6.02
675 533.80 954.53 0.32 -49.80 6.13
676 1761.75 950.83 0.13 -36.03 2.93
677 1149.16 955.06 0.12 -35.89 3.70
678 437.29 957.14 0.07 16.67 4.22
679 1340.69 958.45 0.45 27.41 3.70
680 632.25 958.48 0.54 68.56 1.60
681 1373.46 958.88 0.16 4.07 2.76
682 777.12 960.34 0.44 -76.17 2.03
683 933.92 961.96 0.21 -76.72 3.87
684 1690.18 964.45 0.06 -35.86 6.93
685 336.39 960.60 0.58 3.79 2.26
686 1303.57 962.22 0.32 73.68 1.95
687 325.85 963.99 0.24 9.32 4.22
688 406.90 961.80 0.39 30.12 1.69
689 461.81 962.67 0.10 -84.41 1.69
690 798.31 963.86 0.53 6.70 2.82
691 1121.15 966.42 0.06 -80.39 5.01
692 1176.53 965.72 0.07 -16.31 2.99
693 1211.19 965.84 0.27 -36.51 3.66
694 841.64 972.18 0.04 66.82 6.43
695 1799.88 967.36 0.36 -35.28 2.03
696 288.87 968.48 0.34 -47.68 2.03
697 720.81 969.67 0.45 -12.53 3.99
698 1508.89 970.50 0.15 -75.58 2.03
699 1521.02 975.34 0.07 -88.82 2.59
700 1066.00 976.09 0.52 81.78 1.78
701 1211.67 978.33 0.07 -39.90 4.48
702 1559.27 978.23 0.17 26.34 4.22
703 76.36 978.26 0.37 2.78 4.62
704 103.54 977.34 0.40 4.66 2.65
705 592.26 980.40 0.09 -66.60 4.11
706 948.52 979.84 0.41 76.72 2.19
707 113.80 982.33 0.27 28.86 4.22
708 1521.33 983.91 0.21 -30.65 3.14
709 1646.73 983.01 0.38 -21.57 1.87
710 1597.70 986.62 0.32 -72.67 2.65
711 844.05 990.03 0.09 42.26 3.99
712 1395.69 994.36 0.49 -1.24 4.48
713 639.40 997.83 0.03 20.24 3.74
714 1851.90 1000.38 0.04 -22.42 5.11
715 1474.62 1000.41 0.10 -51.33 3.43
716 1768.58 1001.29 0.05 -54.36 4.75
717 1680.16 1001.19 0.54 -56.01 2.46
718 255.68 1002.47 0.31 11.27 3.99
719 450.41 1001.32 0.50 -5.04 2.46
720 197.64 1005.88 0.29 24.82 5.61
721 423.88 1018.28 0.04 14.56 16.17
722 571.93 1006.43 0.04 86.67 4.92
723 629.72 1006.56 0.23 -49.26 4.85
724 125.47 1008.80 0.35 9.50 6.33
725 155.25 1005.18 0.12 -51.71 2.19
726 1703.95 1007.62 0.34 83.99 4.55
727 1776.88 1009.84 0.11 18.91 3.09
728 1059.74 1013.22 0.07 -75.52 4.72
729 1038.81 1012.07 0.13 51.76 2.46
730 1924.13 1014.14 0.38 -80.29 1.95
731 1325.45 1017.33 0.36 44.42 4.18
732 1526.37 1019.25 0.23 89.86 2.33
733 1365.08 1021.53 0.12 -38.20 3.24
734 956.76 1023.22 0.13 -23.43 3.57
735 1822.00 1021.46 0.71 -23.38 1.60
736 1088.21 1024.52 0.08 5.99 3.43
737 1660.69 1039.72 0.06 -35.14 14.44
738 98.19 1026.78 0.26 -84.94 1.95
739 347.40 1026.59 0.36 -24.07 2.11
740 355.79 1027.03 0.27 -51.48 1.87
741 1076.90 1028.03 0.19 -12.55 2.82
742 1676.72 1028.94 0.22 58.37 3.39
743 940.87 1026.86 0.21 -45.70 1.60
744 1949.52 1034.73 0.06 -56.94 8.94
745 867.49 1029.72 0.12 0.46 2.65
746 1821.23 1029.28 0.25 17.12 1.95
747 166.23 1034.49 0.30 4.37 6.93
748 1192.49 1034.84 0.07 -58.74 5.89
749 140.18 1032.21 0.51 61.28 1.87
750 204.31 1037.25 0.24 8.19 7.82
751 2005.28 1038.01 0.39 75.89 4.62
752 1769.55 1034.20 0.33 40.73 1.87
753 80.01 1042.78 0.17 -10.88 10.08
754 1262.36 1037.44 0.12 84.68 3.57
755 1486.19 1037.70 0.27 -70.60 2.46
756 139.90 1045.11 0.83 -88.53 3.19
757 1034.77 1040.59 0.08 -28.54 4.37
758 1509.95 1040.66 0.08 77.46 2.88
759 1320.70 1041.14 0.45 65.58 1.69
760 130.71 1045.53 0.84 -89.95 2.76
761 553.72 1045.35 0.07 -50.04 5.44
762 893.95 1043.15 0.30 -54.18 2.46
763 1210.21 1044.41 0.02 -14.36 3.48
764 1523.00 1043.32 0.37 -53.95 1.69
765 231.54 1051.92 0.26 4.40 6.91
766 884.09 1054.77 0.27 -51.86 5.38
767 1513.29 1051.93 0.35 -84.56 2.19
768 386.64 1051.65 0.36 60.06 2.11
769 599.42 1054.96 0.04 -89.25 5.47
770 1872.22 1053.18 0.11 8.64 3.61
771 191.28 1059.33 0.29 76.55 5.89
772 308.00 1055.70 0.16 17.38 3.19
773 625.20 1058.72 0.13 -22.28 4.82
774 767.25 1057.50 0.29 -63.56 3.29
775 1573.90 1060.75 0.06 -42.30 5.01
776 1236.97 1063.59 0.08 -84.35 3.83
777 1496.13 1062.06 0.09 -40.26 2.33
778 1563.49 1063.79 0.04 -11.70 2.11
779 926.62 1067.39 0.18 63.39 4.48
780 537.15 1070.99 0.12 -5.54 7.27
781 1274.44 1073.07 0.26 -37.73 5.94
782 860.99 1071.77 0.10 -12.66 5.61
783 662.49 1069.63 0.64 44.27 1.69
784 754.57 1074.79 0.23 -58.88 5.84
785 1033.71 1071.63 0.13 25.29 3.66
786 650.84 1071.58 0.47 80.24 2.39
787 830.82 1072.63 0.19 -29.26 2.99
788 999.90 1073.92 0.26 -53.68 4.37
789 811.65 1072.60 0.28 -24.43 1.87
790 875.11 1073.09 0.23 -42.62 1.60
791 1368.41 1077.28 0.39 47.81 2.39
792 1311.93 1079.03 0.51 56.77 2.59
793 1523.10 1086.17 0.08 58.72 8.79
794 199.76 1081.03 0.39 1.32 4.79
795 675.02 1079.40 0.30 -61.26 2.52
796 559.90 1082.25 0.04 33.16 5.17
797 383.40 1080.47 0.24 13.77 2.03
798 811.09 1081.19 0.14 -40.84 3.09
799 493.52 1081.44 0.15 -41.22 2.19
800 799.12 1085.02 0.10 -37.86 3.29
801 1052.60 1086.42 0.01 71.34 3.34
802 1175.44 1084.11 0.50 26.66 1.69
803 580.32 1086.48 0.17 77.94 2.11
804 683.96 1087.08 0.11 -82.86 2.46
805 497.11 1087.86 0.36 12.19 2.65
806 147.71 1090.51 0.24 57.29 3.29
807 1931.93 1087.78 0.35 5.06 1.78
808 1482.53 1092.02 0.24 86.88 3.78
809 1559.66 1091.44 0.12 66.53 3.99
810 1901.95 1093.54 0.12 2.03 5.81
811 1939.23 1090.71 0.22 2.04 2.26
812 770.73 1091.41 0.22 -26.86 2.11
813 132.93 1298.73 0.65 -89.50 35.70
814 623.49 1095.98 0.17 -69.68 4.37
815 995.19 1095.63 0.08 -17.06 4.65
816 354.62 1097.00 0.35 -71.57 3.43
817 972.40 1100.28 0.08 77.30 6.23
818 702.51 1097.83 0.11 62.41 2.39
819 1601.86 1098.70 0.38 3.28 3.78
820 130.88 1099.21 0.75 78.88 1.69
821 577.30 1103.59 0.08 71.68 5.64
822 597.20 1099.82 0.29 -42.51 2.33
823 836.19 1106.55 0.42 66.94 6.13
824 1789.21 1103.94 0.50 36.44 3.09
825 131.13 1109.03 0.75 80.79 2.39
826 1504.65 1110.35 0.08 -60.79 5.47
827 637.62 1118.28 0.02 87.69 7.48
828 656.21 1115.75 0.40 -63.12 3.74
829 956.46 1116.26 0.39 -32.22 3.48
830 1844.71 1115.62 0.50 -57.05 1.95
831 1862.65 1123.49 0.07 14.38 8.12
832 157.48 1121.63 0.30 -2.04 5.29
833 581.83 1124.57 0.03 -18.48 6.60
834 1013.26 1122.27 0.22 78.62 3.24
835 1198.82 1124.53 0.05 -62.99 4.89
836 511.15 1125.78 0.21 32.85 4.15
837 913.95 1123.74 0.28 73.92 1.87
838 392.01 1125.65 0.34 -59.44 2.59
839 684.45 1128.08 0.05 72.10 4.41
840 1354.10 1157.71 0.05 -73.56 21.79
841 1630.54 1126.36 0.13 47.45 3.09
842 1909.10 1126.07 0.29 68.06 2.46
843 81.29 1125.99 0.56 1.07 2.33
844 438.21 1130.62 0.29 25.55 5.84
845 527.79 1136.19 0.32 89.14 5.59
846 1061.02 1133.17 0.06 16.84 4.89
847 630.45 1136.54 0.57 68.48 5.94
848 1635.83 1130.92 0.16 -83.40 2.11
849 1420.41 1131.97 0.60 -50.25 1.87
850 900.28 1154.49 0.05 -13.55 18.70
851 1284.88 1136.58 0.08 64.18 4.30
852 824.84 1136.24 0.14 -62.48 3.09
853 1108.44 1137.85 0.11 -17.22 3.61
854 663.46 1142.30 0.38 78.40 5.61
855 743.56 1138.00 0.14 -11.73 2.93
856 1966.41 1148.28 0.13 10.72 9.71
857 925.24 1140.79 0.29 13.62 2.76
858 1519.17 1141.18 0.62 64.89 1.69
859 552.75 1145.48 0.10 75.90 4.62
860 81.74 1143.47 0.50 37.88 2.39
861 806.91 1147.56 0.17 22.37 6.10
862 1997.04 1143.20 0.27 -41.37 1.60
863 1009.30 1146.09 0.08 -82.86 3.29
864 1678.03 1145.09 0.47 -82.41 2.03
865 976.20 1146.92 0.30 77.75 2.52
866 1775.83 1146.97 0.24 -66.65 1.87
867 1129.44 1149.21 0.09 48.68 2.88
868 1838.63 1148.75 0.09 -31.08 3.09
869 1901.18 1149.82 0.10 29.07 3.70
870 419.72 1152.67 0.40 77.23 3.61
871 1100.25 1151.41 0.14 75.01 3.74
872 1994.14 1154.74 0.18 13.33 6.96
873 429.19 1150.53 0.16 78.84 2.03
874 781.92 1151.47 0.34 70.00 2.82
875 851.92 1150.97 0.29 47.36 1.78
876 1408.21 1150.74 0.38 -29.48 1.69
877 477.05 1155.12 0.07 71.75 3.83
878 291.53 1154.11 0.35 84.05 1.95
879 1145.03 1154.54 0.22 55.12 2.46
880 1881.24 1159.92 0.36 -25.09 8.23
881 1010.45 1155.29 0.05 57.47 2.93
882 1183.59 1158.91 0.19 12.52 3.52
883 543.67 1163.55 0.09 -21.40 7.44
884 1028.54 1159.60 0.12 -66.92 3.70
885 1129.67 1158.35 0.33 16.53 2.03
886 600.95 1158.56 0.39 21.02 1.87
887 691.62 1157.91 0.29 13.47 1.87
888 1325.41 1159.99 0.59 31.20 1.78
889 1433.07 1165.21 0.03 -59.91 5.05
890 729.32 1163.16 0.15 84.39 2.33
891 1686.62 1165.65 0.40 15.52 2.46
892 173.31 1169.98 0.30 6.52 5.47
893 1559.27 1170.68 0.31 -47.33 3.14
894 600.52 1173.53 0.20 42.01 5.94
895 1390.30 1170.06 0.27 -3.97 2.71
896 1654.90 1173.86 0.15 -40.57 1.60
897 149.84 1177.46 0.24 -3.83 4.85
898 501.85 1181.10 0.06 4.14 5.38
899 108.28 1178.75 0.19 -60.03 2.11
900 683.71 1181.74 0.07 89.99 5.86
901 1060.02 1184.18 0.52 56.95 4.65
902 88.93 1181.84 0.30 -28.24 2.99
903 809.92 1187.55 0.16 84.62 4.62
904 642.58 1191.75 0.22 67.32 3.43
905 1089.00 1192.40 0.13 -27.07 4.33
906 556.58 1193.51 0.16 35.95 4.44
907 1377.28 1190.24 0.34 56.27 1.60
908 422.04 1193.54 0.71 79.32 1.69
909 427.42 1198.48 0.17 -66.19 3.91
910 704.98 1194.87 0.24 -23.67 2.19
911 584.16 1201.95 0.10 -77.10 5.70
912 1744.93 1201.70 0.21 84.08 6.21
913 1923.45 1203.01 0.19 30.96 5.89
914 1996.21 1200.96 0.24 31.16 5.14
915 869.84 1203.57 0.16 10.03 5.14
916 895.83 1201.74 0.14 -46.63 3.09
917 37.64 1205.10 0.32 -21.31 5.41
918 538.32 1202.77 0.12 -15.99 1.95
919 1036.92 1208.03 0.39 -53.96 6.58
920 1806.22 1206.01 0.07 -55.84 4.65
921 937.18 1206.12 0.10 -35.52 4.51
922 553.29 1206.03 0.48 84.98 1.60
923 1276.59 1205.80 0.22 -72.55 2.33
924 1015.34 1208.77 0.23 74.08 3.52
925 694.73 1209.53 0.36 -10.09 2.88
926 1390.37 1209.84 0.14 58.35 2.19
927 402.76 1210.25 0.26 86.88 1.60
928 1978.50 1212.69 0.03 60.99 2.93
929 1523.08 1212.38 0.07 -64.65 3.09
930 1618.85 1212.74 0.07 -36.08 2.88
931 335.62 1215.58 0.15 42.61 3.29
932 1248.33 1216.90 0.24 -14.75 4.26
933 1727.44 1220.40 0.10 25.10 4.48
934 1536.67 1219.33 0.32 -57.43 1.87
935 508.72 1220.50 0.21 -45.74 2.46
936 1100.41 1224.34 0.22 41.68 3.87
937 294.42 1226.22 0.03 37.40 4.11
938 547.69 1226.29 0.06 -29.23 3.39
939 672.55 1225.27 0.24 7.00 2.59
940 851.63 1227.62 0.08 -55.55 4.26
941 1487.17 1227.09 0.34 31.44 3.19
942 1228.57 1226.05 0.36 25.10 1.78
943 1343.45 1228.24 0.07 -85.54 3.48
944 1110.12 1229.01 0.04 9.09 2.39
945 1778.89 1230.25 0.18 83.37 1.60
946 694.11 1235.50 0.24 12.16 5.29
947 1271.47 1232.99 0.19 -1.23 1.60
948 468.82 1241.07 0.31 -31.04 7.07
949 1705.76 1235.24 0.10 10.21 2.11
950 307.69 1237.85 0.10 -60.11 3.34
951 615.47 1237.00 0.14 -43.37 2.11
952 642.83 1236.99 0.32 -71.41 2.11
953 1214.96 1239.95 0.02 28.92 4.72
954 1712.68 1239.54 0.36 29.61 1.95
955 1152.18 1243.84 0.25 12.53 5.92
956 149.74 1242.14 0.14 42.43 2.65
957 1777.71 1243.91 0.02 87.91 2.59
958 1348.79 1253.71 0.03 -20.90 10.87
959 1414.26 1244.41 0.51 -23.49 3.14
960 1865.67 1243.61 0.29 -47.38 2.33
961 183.00 1252.16 0.28 -6.81 8.72
962 212.82 1247.12 0.20 -7.45 3.19
963 1660.59 1247.61 0.30 85.20 2.19
964 1682.56 1248.00 0.24 25.04 2.82
965 988.38 1251.61 0.10 -28.88 3.29
966 584.02 1252.85 0.16 56.18 2.71
967 858.17 1253.01 0.23 -66.92 2.76
968 1590.85 1261.57 0.04 16.24 9.71
969 503.88 1257.48 0.06 -11.55 4.15
970 1113.84 1263.34 0.10 -23.24 7.92
971 416.40 1257.63 0.66 -8.45 1.60
972 491.64 1261.99 0.18 -70.85 4.89
973 1611.56 1262.40 0.16 -70.06 2.99
974 205.65 1260.47 0.12 -25.19 2.03
975 1427.76 1260.78 0.29 -27.84 1.69
976 1563.68 1268.40 0.04 -18.74 7.57
977 667.48 1267.20 0.40 -65.23 3.19
978 1482.16 1269.13 0.54 75.25 1.95
979 778.56 1271.01 0.16 -74.75 4.33
980 1084.97 1268.37 0.50 68.37 1.60
981 1547.62 1268.47 0.60 11.94 2.76
982 960.66 1270.35 0.32 32.95 1.69
983 75.62 1280.16 0.35 -9.11 10.97
984 731.49 1271.92 0.36 -23.73 1.95
985 1328.61 1277.80 0.08 -22.71 4.98
986 1660.80 1275.05 0.58 72.89 1.87
987 1929.72 1277.58 0.24 39.84 3.91
988 742.63 1277.11 0.26 54.66 2.46
989 816.61 1281.39 0.25 -73.48 3.61
990 1887.30 1284.39 0.28 -39.09 2.26
991 1349.32 1288.57 0.16 66.35 3.43
992 197.39 1289.30 0.22 9.63 3.78
993 517.12 1288.78 0.18 45.04 3.43
994 424.02 1290.09 0.22 -54.59 2.76
995 932.23 1291.34 0.09 -49.98 3.74
996 215.05 1294.01 0.26 -16.82 4.62
997 239.96 1292.99 0.11 -25.49 2.39
998 1114.66 1293.32 0.41 -75.20 1.95
999 497.77 1296.99 0.29 16.29 4.11
1000 534.96 1297.90 0.27 -70.48 4.15
1001 674.66 1300.01 0.44 -22.13 6.53
1002 1049.36 1295.46 0.26 -25.91 2.52
1003 1569.80 1297.11 0.08 -7.40 3.91
1004 408.54 1299.52 0.51 16.85 4.51
1005 620.23 1300.15 0.05 -27.44 3.09
1006 1176.68 1305.81 0.12 -43.43 7.40
1007 1234.69 1302.25 0.18 -7.74 2.99
1008 1911.33 1303.21 0.37 -1.85 3.95
1009 1948.42 1304.44 0.12 34.38 4.48
1010 428.66 1305.32 0.24 -4.24 5.23
1011 402.99 1304.43 0.44 30.47 2.39
1012 1961.67 1304.71 0.28 -88.92 1.95
1013 698.22 1307.66 0.05 50.36 4.11
1014 415.84 1310.21 0.33 81.66 2.33
1015 1103.45 1309.99 0.14 43.13 3.70
1016 654.56 1314.00 0.33 -82.36 3.09
1017 478.72 1314.88 0.15 -0.40 3.87
1018 1083.55 1314.97 0.09 -88.35 2.99
1019 1029.93 1316.58 0.16 77.84 3.61
1020 1486.01 1318.64 0.03 62.22 5.67
1021 1709.51 1318.58 0.13 68.56 4.18
1022 589.53 1323.34 0.58 11.33 9.29
1023 1124.20 1317.58 0.34 48.59 1.87
1024 704.10 1319.52 0.58 -76.37 2.11
1025 1751.46 1327.68 0.18 -47.52 8.16
1026 1341.95 1326.52 0.59 59.59 3.29
1027 690.11 1325.56 0.04 -69.69 4.30
1028 1074.88 1327.03 0.06 -58.64 4.11
1029 716.29 1325.34 0.29 67.07 2.65
1030 800.53 1326.75 0.33 -67.51 2.52
1031 1026.25 1328.67 0.30 64.55 4.51
1032 1135.57 1330.21 0.09 87.98 4.37
1033 836.25 1343.58 0.12 79.13 10.36
1034 786.81 1330.25 0.47 -20.54 1.95
1035 341.69 1332.43 0.32 65.11 2.03
1036 1019.87 1331.50 0.37 -55.19 1.87
1037 1364.14 1331.23 0.11 68.56 1.87
1038 1832.56 1336.82 0.24 -19.05 5.47
1039 434.86 1333.58 0.30 -55.54 2.65
1040 928.35 1338.69 0.13 21.84 4.75
1041 768.97 1339.63 0.22 70.18 2.65
1042 310.71 1342.82 0.26 68.84 5.17
1043 372.98 1347.66 0.49 -85.96 6.00
1044 895.15 1344.83 0.21 8.00 4.95
1045 978.84 1346.67 0.42 -67.10 4.41
1046 1305.04 1345.70 0.38 -56.82 3.52
1047 106.58 1345.73 0.35 -18.55 4.03
1048 1438.66 1344.84 0.71 -85.48 1.69
1049 179.79 1348.08 0.22 -10.72 5.29
1050 1328.05 1350.25 0.17 81.74 4.26
1051 336.24 1346.21 0.33 -18.91 2.11
1052 1375.01 1351.22 0.08 -25.71 6.60
1053 1395.83 1349.74 0.07 54.31 3.95
1054 127.46 1352.33 0.67 -85.73 2.39
1055 1104.96 1351.47 0.19 80.23 3.61
1056 1832.84 1350.64 0.35 41.61 2.99
1057 414.27 1351.45 0.63 -29.71 2.11
1058 673.87 1352.87 0.04 38.01 3.61
1059 1121.01 1358.64 0.19 -68.27 7.72
1060 1087.52 1352.30 0.37 9.17 1.95
1061 1000.40 1353.80 0.21 49.40 2.39
1062 1565.51 1354.18 0.24 29.96 2.33
1063 1624.25 1353.66 0.39 -5.66 2.59
1064 1139.04 1355.89 0.34 -62.35 3.19
1065 976.86 1357.76 0.35 -61.30 1.60
1066 1027.20 1361.10 0.09 61.18 4.72
1067 443.24 1360.57 0.07 -71.52 3.52
1068 127.18 1361.40 0.55 -79.15 2.33
1069 756.97 1363.84 0.08 76.80 5.50
1070 1188.15 1363.33 0.18 79.79 5.44
1071 1363.61 1362.12 0.39 87.00 2.11
1072 390.56 1366.20 0.15 -17.98 5.01
1073 1143.22 1365.20 0.47 -56.25 2.93
1074 1584.80 1369.76 0.07 70.43 6.46
1075 104.94 1366.52 0.30 -85.96 1.69
1076 1768.25 1367.19 0.47 57.61 2.39
1077 497.77 1371.67 0.21 -62.17 4.03
1078 1490.56 1370.58 0.73 75.05 2.19
1079 1074.53 1373.64 0.46 -52.90 2.52
1080 1891.20 1377.25 0.17 28.54 5.78
1081 125.86 1374.34 0.60 -57.57 1.87
1082 366.99 1377.06 0.19 -15.14 5.20
1083 1057.24 1378.03 0.51 62.34 3.66
1084 956.11 1373.68 0.48 -22.38 1.60
1085 988.77 1374.89 0.30 82.77 2.11
1086 1796.25 1377.39 0.02 -69.88 2.88
1087 703.26 1381.06 0.29 1.57 5.75
1088 1602.84 1378.44 0.20 -16.29 2.52
1089 659.30 1382.52 0.04 -61.87 5.81
1090 907.24 1380.87 0.32 -48.07 4.44
1091 1662.94 1391.39 0.05 -36.27 11.75
1092 933.66 1384.90 0.14 -73.69 4.11
1093 1042.82 1385.10 0.23 39.59 4.75
1094 1458.38 1385.67 0.01 69.87 4.30
1095 1816.04 1384.08 0.40 35.14 2.59
1096 1874.61 1384.97 0.08 -38.98 2.26
1097 1685.68 1386.47 0.26 78.87 2.52
1098 1754.25 1389.02 0.40 28.51 4.95
1099 876.07 1387.15 0.08 69.30 2.26
1100 1622.30 1390.93 0.37 76.59 2.26
1101 196.95 1390.38 0.38 -3.85 2.03
1102 1962.92 1390.62 0.47 69.60 1.69
1103 244.44 1393.64 0.12 -11.85 4.55
1104 1734.20 1392.57 0.43 51.18 2.52
1105 795.52 1396.72 0.26 27.25 5.59
1106 1181.59 1396.07 0.12 -23.37 3.74
1107 1837.62 1398.59 0.26 50.34 4.48
1108 1946.30 1395.59 0.39 30.22 2.11
1109 1086.34 1402.17 0.30 -37.21 4.85
1110 754.65 1407.49 0.40 73.73 6.96
1111 1009.47 1403.38 0.04 55.83 5.26
1112 1448.59 1401.59 0.16 51.12 2.03
1113 1691.89 1403.16 0.13 36.42 3.14
1114 352.47 1402.51 0.26 -16.50 1.78
1115 1350.47 1405.48 0.09 36.89 5.01
1116 1887.56 1411.70 0.19 32.00 10.73
1117 787.66 1405.34 0.14 -89.40 3.66
1118 1072.51 1407.28 0.34 39.76 5.67
1119 309.13 1407.06 0.17 -13.71 4.48
1120 1320.02 1409.35 0.28 22.85 2.46
1121 974.65 1409.10 0.76 -8.83 2.39
1122 1289.45 1411.57 0.46 -82.65 2.76
1123 1687.33 1412.41 0.25 -64.14 2.71
1124 1530.28 1419.03 0.14 77.75 6.51
1125 566.16 1416.51 0.07 40.09 5.14
1126 872.72 1415.38 0.14 67.44 3.19
1127 1626.09 1414.53 0.31 -57.47 2.39
1128 1952.73 1420.49 0.30 56.89 6.82
1129 1515.87 1415.57 0.50 -80.72 2.33
1130 125.03 1419.64 0.77 -85.33 2.99
1131 1150.56 1417.94 0.47 -58.83 2.39
1132 1813.04 1418.18 0.39 63.87 3.24
1133 1412.57 1417.77 0.22 83.72 2.46
1134 472.37 1418.24 0.36 42.43 1.69
1135 899.95 1421.40 0.25 -86.35 2.11
1136 387.80 1423.79 0.22 74.18 3.91
1137 1078.47 1430.09 0.51 -57.47 5.17
1138 483.99 1426.16 0.14 -42.93 2.82
1139 221.84 1426.14 0.20 49.22 1.60
1140 1423.92 1429.35 0.04 55.38 3.39
1141 1225.84 1429.86 0.20 74.57 2.99
1142 124.41 1430.41 0.29 75.89 1.95
1143 624.04 1430.46 0.28 46.64 1.78
1144 342.44 1436.68 0.16 13.39 4.69
1145 1058.47 1438.06 0.12 -67.64 4.98
1146 1479.75 1437.43 0.16 -77.34 3.61
1147 1737.33 1434.50 0.31 -50.00 2.03
1148 927.16 1438.15 0.25 -56.70 2.11
1149 1122.76 1441.19 0.30 -24.00 4.44
1150 1664.05 1438.56 0.60 64.07 1.60
1151 844.89 1443.25 0.24 41.53 4.22
1152 136.89 1448.71 0.33 -20.82 7.00
1153 793.06 1445.49 0.22 -2.82 3.66
1154 884.93 1443.90 0.14 -24.65 2.52
1155 1393.54 1445.36 0.07 -4.50 3.74
1156 873.47 1445.03 0.38 -74.36 2.33
1157 987.55 1445.90 0.10 89.53 3.29
1158 208.01 1447.04 0.70 52.24 1.60
1159 501.96 1448.92 0.23 53.12 4.37
1160 949.54 1447.14 0.43 -65.86 2.11
1161 1420.69 1448.36 0.15 58.49 3.48
1162 1686.99 1453.08 0.33 84.54 3.87
1163 1780.53 1453.40 0.12 32.62 3.99
1164 763.03 1455.03 0.29 -58.04 4.03
1165 1767.42 1455.62 0.26 39.51 4.03
1166 805.50 1456.73 0.17 -78.06 3.52
1167 1073.59 1456.20 0.15 76.18 2.26
1168 1550.84 1456.70 0.21 57.03 2.71
1169 247.38 1459.82 0.45 47.88 4.58
1170 339.78 1458.13 0.20 -21.33 3.09
1171 1027.74 1457.86 0.51 -51.43 2.19
1172 848.84 1459.42 0.12 -66.72 3.70
1173 931.61 1460.17 0.42 -32.73 3.87
1174 219.75 1463.02 0.25 -40.21 4.03
1175 1395.76 1462.71 0.12 -84.22 3.14
1176 1283.42 1465.91 0.10 73.72 5.11
1177 1890.30 1464.14 0.59 59.52 1.87
1178 276.78 1465.36 0.74 61.54 1.78
1179 618.12 1465.03 0.29 47.83 1.69
1180 641.78 1466.48 0.06 -28.20 2.71
1181 1635.99 1467.05 0.19 46.92 3.39
1182 1144.35 1468.50 0.16 -63.94 3.04
1183 1198.71 1472.26 0.07 89.62 5.14
